post_uri,post_cid,type,date,news_id,like_count,repost_count,user_name,follower_count,follows_count,retweet_date
at://did:plc:bmo4biptkpmvrfxakvu3mypx/app.bsky.feed.post/3lcutkcqnys2m,bafyreia6u2kggz6iicl2j4o3r227q2pjrtised55u2g4bm5c4u2ln3xclq,post,2024-12-09T13:31:08.092Z,gossipcop-8293006687,5,0,clondoner92.bsky.social,1040,327,
at://did:plc:jjqaqan5jlemsvqtaclwpoxy/app.bsky.feed.post/3lc3ccddeck2a,bafyreifhnre4wxur4uebf44ks3opupr5azpuoqezcxihkw77wgo4naqwvi,post,2024-11-29T09:45:53.102Z,gossipcop-8293006687,4,1,matildawrites.bsky.social,79,192,
at://did:plc:fkn3whdcu2io3fq5w3fo72wg/app.bsky.feed.post/3lagnl75kme27,bafyreibqvbykhjb7gesbqstpzuk422yr2rmr6wjmqjcc66qjejkm6wjnkq,post,2024-11-08T11:16:35.024Z,gossipcop-8293006687,5,2,lisa-cowan.bsky.social,108,141,
at://did:plc:7htpzfmklyhxabiei7wrm7ls/app.bsky.feed.post/3l6ixscgik42r,bafyreid3eu2qoct2ikcqb3mmkqx5hndirj2ztacw3l37z3a4qafwtc7h54,post,2024-10-14T22:34:27.783Z,gossipcop-8293006687,0,0,lawrencehall105.bsky.social,529,499,
at://did:plc:vnbyg7haolvkle64ej7c6iud/app.bsky.feed.post/3l6da7w55te2i,bafyreig25ubtkv2b2rllpdkihfwnwnvis65qb5llzhmkgchidiwcq3qv6y,post,2024-10-12T15:49:20.967Z,gossipcop-8293006687,1,0,iankumohara.bsky.social,1465,1045,
at://did:plc:miczfsfixolk42l7343z3bpd/app.bsky.feed.post/3kws4jjpxrs2v,bafyreifnfike4z6d6jza25k4p5oibt67lfnmapbyziu5q3kya5kkh5ojlm,post,2024-07-08T18:31:26.585Z,gossipcop-8293006687,54,10,sethcotlar.bsky.social,60900,3977,
at://did:plc:hxvzlo63q63utlzaocems4fn/app.bsky.feed.post/3jvfcsgdazs2n,bafyreie6ndrezl32tfhsje75zspfpygf5nx3hsbp245tzgrdamtgk5alem,post,2023-05-10T17:27:47.180Z,gossipcop-8293006687,1,0,soldaini.net,7713,473,
at://did:plc:7e3mh54uvnicekbci3sxqup3/app.bsky.feed.post/3lehvn45v622b,bafyreigxyaxlzyhcjytwwp73icrta4r6tixb2wcp7vqq2wc73od2zcyony,post,2024-12-29T20:54:16.016Z,gossipcop-3023813681,0,0,debbie-nosnibor.bsky.social,1304,224,
at://did:plc:lzptfsdgd7tpsbgzkcbvual7/app.bsky.feed.post/3lehvj5j5o22x,bafyreie5nusttc733zsstnij5ucurypytnzfohcn7ydy477szxrmfk2tzy,post,2024-12-29T20:52:03.216Z,gossipcop-3023813681,0,0,cnsklndm.bsky.social,88,62,
at://did:plc:j45cwydngasqcktrd4cdi6tx/app.bsky.feed.post/3lehvikqzks2l,bafyreieerrzor6ckurtxiqsxqctizhgseiarzjai7hohu2z3dihlkv2pze,post,2024-12-29T20:51:43.544Z,gossipcop-3023813681,0,0,alistaircoleman.bsky.social,5663,410,
at://did:plc:xtzp5uivp36i6hkyeej3uxyz/app.bsky.feed.post/3lehvi36w4c23,bafyreihqnuarqkgctoh7jfermzfgrra5oax2xtohoxc5wcsjcat6fomqhu,post,2024-12-29T20:51:27.230Z,gossipcop-3023813681,0,0,jackhokie.bsky.social,3303,4601,
at://did:plc:c7r6em6gfvz6ohf4wyadeur2/app.bsky.feed.post/3lehvf2djh22x,bafyreido46vm4bsfggw2mkjoepimb6xs5gg7obw7swwp7frfdfivthizji,post,2024-12-29T20:49:45.663Z,gossipcop-3023813681,0,0,yahaboot.bsky.social,380,188,
at://did:plc:j45cwydngasqcktrd4cdi6tx/app.bsky.feed.post/3lehvecjgq22l,bafyreibmqemswsp23t32vqe6yaqxspij3wq3enedymkqjf7yelu6ee6pp4,post,2024-12-29T20:49:20.688Z,gossipcop-3023813681,2,0,alistaircoleman.bsky.social,5663,410,
at://did:plc:bhpuq4sditfptw77hwr64ymt/app.bsky.feed.post/3lehvdgzco22g,bafyreidz456msb3z6pgakxhnlh4ag6hy2xzy5ge35tmiorlwxnvbclgjam,post,2024-12-29T20:48:51.856Z,gossipcop-3023813681,0,0,pugintheair.bsky.social,38,149,
at://did:plc:q2hqhuh36jj5onozsnaqelg7/app.bsky.feed.post/3lehvamv4ps2m,bafyreihcwfuab6nk2ardlolbl6q3ahjhbzqrc65v6gpwurcm6tiyyc2ym4,post,2024-12-29T20:47:17.347Z,gossipcop-3023813681,0,0,sunny808.bsky.social,28,19,
at://did:plc:bmkscznlu4sspmpjy24l2oeo/app.bsky.feed.post/3lehv6unacb2l,bafyreifvom23jjnthd7zjrklvmgwouqfyxp3f6lg4advj72kcgc6pt53ji,post,2024-12-29T20:46:18.369Z,gossipcop-3023813681,1,0,anitammartinez.bsky.social,15093,21262,
at://did:plc:fu3irp3gh4m6ifelxcamxdhg/app.bsky.feed.post/3lehv3cfzak2i,bafyreignfj26gprq6nmgp3vzdaalf7tsjyitonyzpzs4hfv2lb5vexfm5y,post,2024-12-29T20:44:18.594Z,gossipcop-3023813681,0,0,ryneverlies.bsky.social,330,316,
at://did:plc:c7r6em6gfvz6ohf4wyadeur2/app.bsky.feed.post/3lehv2pa3qc2x,bafyreihxpfnz7h3i6mr4lomngelsci66ouj2tgfx4nmbcvb7vv6pdcxbkm,post,2024-12-29T20:43:58.474Z,gossipcop-3023813681,1,1,yahaboot.bsky.social,380,188,
at://did:plc:ljvix5q4wq3l5vcet6etpywg/app.bsky.feed.post/3lehv24lgiy2m,bafyreibumuchhaxxrg3e47va266pfvjz3tffag3ip7lcb6glg2ohur5p4i,post,2024-12-29T20:43:38.697Z,gossipcop-3023813681,0,0,mathieuparadis.bsky.social,199,65,
